time,GB_Pos,GB_Neg,GB_Neu,GB_Total,US_Pos,US_Neg,US_Neu,US_Total,JP_Pos,JP_Neg,JP_Neu,JP_Total
2019-01-07 18:28:25.031000,2,1,0,3,2,1,7,10,0,0,1,1
2019-01-07 18:28:30.296000,1,0,3,4,1,2,5,8,0,0,1,1
2019-01-07 18:28:35.560000,1,1,4,6,0,2,1,3,0,0,0,0
2019-01-07 18:28:40.785000,3,1,0,4,3,1,2,6,0,0,1,1
2019-01-07 18:28:46.817000,4,0,1,5,0,1,3,4,0,0,2,2
2019-01-07 18:28:52.468000,1,0,1,2,0,0,4,4,0,0,0,0
2019-01-07 18:28:57.594000,1,2,4,7,0,1,4,5,0,0,0,0
2019-01-07 18:29:04.236000,1,0,1,2,4,2,2,8,0,0,1,1
2019-01-07 18:29:10.574000,4,1,3,8,1,0,1,2,0,0,0,0
2019-01-07 18:29:17.218000,2,0,2,4,2,1,3,6,0,0,2,2
2019-01-07 18:29:22.805000,4,2,2,8,2,1,2,5,0,0,0,0
2019-01-07 18:29:28.180000,1,2,3,6,2,1,1,4,0,0,0,0
2019-01-07 18:29:34.170000,0,1,2,3,3,1,4,8,0,0,1,1
2019-01-07 18:29:39.420000,2,0,3,5,1,1,4,6,0,0,0,0
2019-01-07 18:29:44.841000,2,1,4,7,4,1,5,10,0,1,1,2
2019-01-07 18:29:49.873000,1,1,1,3,3,0,2,5,0,0,0,0
2019-01-07 18:29:55.095000,2,0,2,4,0,2,3,5,0,0,0,0
2019-01-07 18:30:00.427000,1,0,1,2,1,1,4,6,0,0,0,0
2019-01-07 18:30:05.949000,2,0,1,3,2,1,4,7,0,0,1,1
2019-01-07 18:30:11.213000,2,0,1,3,5,0,2,7,0,0,0,0
2019-01-07 18:30:16.561000,0,1,3,4,3,0,3,6,0,0,1,1
2019-01-07 18:30:21.805000,1,3,1,5,3,3,9,15,0,0,1,1
2019-01-07 18:30:27.847000,2,0,2,4,0,0,1,1,0,0,0,0
2019-01-07 18:30:34.526000,2,1,0,3,1,1,5,7,0,0,0,0
2019-01-07 18:30:39.835000,2,0,6,8,1,0,4,5,0,0,1,1
2019-01-07 18:30:45.788000,2,0,2,4,0,0,3,3,0,0,0,0
2019-01-07 18:30:51.741000,3,0,2,5,2,0,7,9,0,0,0,0
2019-01-07 18:30:57.399000,1,0,5,6,2,0,4,6,0,0,1,1
2019-01-07 18:31:02.618000,0,0,4,4,3,0,7,10,0,0,1,1
2019-01-07 18:31:07.920000,0,2,5,7,0,1,2,3,0,0,0,0
2019-01-07 18:31:13.312000,1,0,2,3,5,1,2,8,0,0,2,2
2019-01-07 18:31:19.025000,3,0,0,3,2,0,1,3,1,0,1,2
2019-01-07 18:31:24.115000,3,2,0,5,2,1,2,5,0,0,0,0
2019-01-07 18:31:29.710000,1,0,0,1,1,2,5,8,0,0,0,0
2019-01-07 18:31:34.733000,2,1,3,6,5,4,2,11,0,0,1,1
2019-01-07 18:31:39.972000,2,1,3,6,1,0,4,5,0,0,0,0
2019-01-07 18:31:45.042000,1,0,1,2,2,0,4,6,0,0,0,0
2019-01-07 18:31:50.106000,5,1,3,9,2,1,0,3,0,0,0,0
2019-01-07 18:31:55.339000,1,0,7,8,3,0,5,8,0,0,0,0
2019-01-07 18:32:00.609000,6,0,5,11,6,1,3,10,0,0,1,1
2019-01-07 18:32:06.098000,0,0,2,2,1,2,5,8,0,0,0,0
2019-01-07 18:32:11.352000,2,0,6,8,4,0,3,7,0,0,0,0
2019-01-07 18:32:16.508000,4,1,2,7,3,1,4,8,0,0,2,2
2019-01-07 18:32:21.974000,1,0,2,3,3,0,3,6,0,0,1,1
2019-01-07 18:32:26.981000,2,0,1,3,1,1,4,6,0,0,0,0
2019-01-07 18:32:32.077000,2,1,0,3,0,0,4,4,0,0,2,2
2019-01-07 18:32:37.140000,2,0,1,3,1,1,3,5,0,0,0,0
2019-01-07 18:32:42.426000,1,0,2,3,4,1,1,6,0,0,0,0
2019-01-07 18:32:48.075000,2,0,1,3,1,0,1,2,0,0,1,1
2019-01-07 18:32:53.545000,1,0,1,2,2,2,7,11,0,0,1,1
2019-01-07 18:32:58.943000,1,0,2,3,5,1,1,7,0,0,1,1
2019-01-07 18:33:03.995000,2,0,1,3,1,1,2,4,0,0,2,2
2019-01-07 18:33:09.134000,1,0,1,2,3,0,5,8,0,0,0,0
2019-01-07 18:33:14.403000,2,0,3,5,5,0,3,8,0,0,1,1
2019-01-07 18:33:20.314000,3,0,2,5,2,0,1,3,0,0,1,1
2019-01-07 18:33:25.738000,0,1,1,2,4,0,1,5,0,0,3,3
2019-01-07 18:33:32.921000,3,0,1,4,2,2,4,8,0,0,1,1
2019-01-07 18:33:38.415000,3,3,0,6,0,0,4,4,0,0,2,2
2019-01-07 18:33:43.742000,1,1,1,3,2,1,7,10,0,0,0,0
2019-01-07 18:33:49.144000,2,0,2,4,7,0,4,11,1,0,3,4
2019-01-07 18:33:54.568000,2,1,0,3,0,1,3,4,0,0,3,3
2019-01-07 18:33:59.775000,0,0,1,1,2,0,3,5,0,0,0,0
2019-01-07 18:34:04.974000,3,0,2,5,3,2,4,9,0,0,0,0
2019-01-07 18:34:10.639000,4,0,4,8,3,1,4,8,0,0,2,2
2019-01-07 18:34:15.676000,4,2,5,11,1,1,4,6,0,0,0,0
2019-01-07 18:34:20.789000,0,0,2,2,4,0,3,7,0,0,0,0
2019-01-07 18:34:25.809000,1,0,1,2,5,0,4,9,0,0,1,1
2019-01-07 18:34:31.011000,0,0,5,5,2,0,3,5,0,0,0,0
2019-01-07 18:34:36.655000,1,0,3,4,4,1,4,9,0,0,1,1
2019-01-07 18:34:42.226000,0,1,4,5,2,1,3,6,0,1,0,1
2019-01-07 18:34:47.425000,2,0,3,5,2,1,4,7,0,0,1,1
2019-01-07 18:34:52.568000,1,1,3,5,1,1,5,7,0,0,0,0
2019-01-07 18:34:57.730000,2,2,4,8,4,0,3,7,0,0,0,0
2019-01-07 18:35:02.769000,3,0,1,4,1,1,3,5,0,0,0,0
2019-01-07 18:35:07.800000,3,1,3,7,1,1,5,7,0,0,0,0
2019-01-07 18:35:12.912000,2,1,4,7,3,1,6,10,0,0,0,0
2019-01-07 18:35:18.707000,1,0,2,3,2,1,7,10,0,0,2,2
2019-01-07 18:35:23.798000,1,0,1,2,1,0,1,2,0,0,1,1
2019-01-07 18:35:29.222000,1,0,3,4,0,0,2,2,0,0,2,2
2019-01-07 18:35:34.372000,3,0,5,8,2,0,3,5,0,0,1,1
2019-01-07 18:35:40.434000,4,0,2,6,1,2,3,6,0,0,2,2
2019-01-07 18:35:45.792000,0,1,3,4,1,1,3,5,0,0,1,1
2019-01-07 18:35:51.012000,0,2,1,3,3,0,2,5,0,0,0,0
2019-01-07 18:35:56.427000,2,1,2,5,2,1,5,8,0,0,0,0
2019-01-07 18:36:01.454000,1,1,3,5,4,1,1,6,0,0,2,2
2019-01-07 18:36:06.835000,2,1,5,8,3,0,0,3,0,0,1,1
2019-01-07 18:36:11.978000,2,2,2,6,5,2,2,9,0,0,0,0
2019-01-07 18:36:17.236000,0,1,2,3,2,1,4,7,0,0,0,0
2019-01-07 18:36:22.392000,0,2,3,5,1,0,6,7,0,0,1,1
2019-01-07 18:36:27.437000,2,1,2,5,3,0,2,5,0,0,1,1
2019-01-07 18:36:32.482000,2,2,1,5,2,1,2,5,0,0,1,1
2019-01-07 18:36:38.122000,1,1,1,3,0,1,6,7,0,0,0,0
2019-01-07 18:36:43.327000,1,0,4,5,3,1,3,7,0,0,0,0
2019-01-07 18:36:49.109000,1,0,3,4,2,1,2,5,0,0,1,1
2019-01-07 18:36:54.539000,1,1,2,4,1,1,2,4,0,0,1,1
2019-01-07 18:37:00.041000,0,1,4,5,4,1,7,12,0,0,1,1
2019-01-07 18:37:05.413000,3,0,1,4,1,0,5,6,0,0,2,2
2019-01-07 18:37:10.520000,1,0,4,5,4,0,1,5,0,0,1,1
2019-01-07 18:37:16.655000,2,1,3,6,2,1,5,8,0,0,1,1
2019-01-07 18:37:22.638000,0,0,4,4,3,1,2,6,0,0,0,0
2019-01-07 18:37:28.194000,2,0,4,6,1,0,2,3,0,0,1,1
2019-01-07 18:37:34.332000,2,0,3,5,1,3,6,10,0,0,0,0
2019-01-07 18:37:39.397000,2,0,1,3,1,1,1,3,0,0,0,0
2019-01-07 18:37:44.433000,2,0,2,4,3,0,4,7,0,0,0,0
2019-01-07 18:37:49.455000,2,1,2,5,1,2,4,7,0,0,0,0
2019-01-07 18:37:54.852000,2,1,3,6,3,1,2,6,0,0,0,0
2019-01-07 18:38:00.109000,2,0,3,5,0,0,4,4,0,0,0,0
2019-01-07 18:38:05.635000,3,0,3,6,1,0,5,6,0,0,0,0
2019-01-07 18:38:10.786000,1,0,2,3,2,0,5,7,0,0,1,1
2019-01-07 18:38:15.835000,0,0,2,2,2,2,3,7,0,0,2,2
2019-01-07 18:38:21.313000,1,0,3,4,2,1,6,9,0,0,0,0
2019-01-07 18:38:26.360000,3,1,1,5,3,1,3,7,0,0,0,0
2019-01-07 18:38:31.460000,1,0,1,2,0,2,2,4,0,0,0,0
2019-01-07 18:38:36.601000,2,1,1,4,1,2,4,7,0,0,1,1
2019-01-07 18:38:41.608000,2,1,1,4,3,2,3,8,0,0,1,1
2019-01-07 18:38:46.612000,1,0,1,2,3,0,6,9,0,0,0,0
2019-01-07 18:38:52.259000,1,0,4,5,3,0,3,6,0,0,0,0
2019-01-07 18:38:57.363000,1,0,3,4,3,0,2,5,0,0,0,0
2019-01-07 18:39:03.109000,0,0,1,1,4,0,1,5,0,0,1,1
2019-01-07 18:39:08.209000,1,2,2,5,0,0,4,4,0,0,1,1
2019-01-07 18:39:13.283000,2,0,3,5,3,1,3,7,0,0,2,2
2019-01-07 18:39:18.848000,0,0,2,2,3,1,1,5,0,0,0,0
2019-01-07 18:39:23.970000,3,0,3,6,3,1,2,6,0,0,0,0
2019-01-07 18:39:29.326000,1,1,2,4,1,2,4,7,0,0,0,0
2019-01-07 18:39:34.329000,4,2,5,11,3,2,5,10,0,0,0,0
2019-01-07 18:39:39.423000,1,0,4,5,1,0,1,2,0,0,1,1
2019-01-07 18:39:45.632000,0,1,2,3,2,1,3,6,0,0,2,2
2019-01-07 18:39:50.760000,0,1,2,3,1,3,4,8,0,0,1,1
2019-01-07 18:39:55.920000,1,0,2,3,4,1,0,5,0,0,1,1
2019-01-07 18:40:02.375000,2,1,4,7,2,3,2,7,0,0,0,0
2019-01-07 18:40:07.695000,1,0,4,5,1,1,2,4,0,0,1,1
2019-01-07 18:40:13.195000,4,3,1,8,2,1,4,7,0,0,2,2
2019-01-07 18:40:18.423000,2,0,1,3,1,1,2,4,0,0,0,0
2019-01-07 18:40:23.741000,0,1,3,4,2,0,8,10,0,0,0,0
2019-01-07 18:40:29.053000,0,1,3,4,0,0,2,2,0,0,0,0
2019-01-07 18:40:34.380000,2,1,2,5,2,0,2,4,0,0,0,0
2019-01-07 18:40:39.500000,2,0,2,4,1,1,3,5,0,0,0,0
2019-01-07 18:40:44.810000,3,1,2,6,3,0,4,7,0,0,0,0
2019-01-07 18:40:52.161000,0,1,4,5,0,0,2,2,0,0,1,1
2019-01-07 18:40:58.173000,2,0,1,3,4,4,3,11,0,0,0,0
2019-01-07 18:41:03.213000,0,1,2,3,2,1,2,5,0,0,0,0
2019-01-07 18:41:08.256000,2,0,5,7,0,1,5,6,0,0,1,1
2019-01-07 18:41:13.516000,2,1,0,3,1,0,2,3,0,0,0,0
2019-01-07 18:41:18.562000,2,0,3,5,1,2,3,6,0,0,0,0
2019-01-07 18:41:24.523000,1,0,0,1,3,2,2,7,0,0,0,0
2019-01-07 18:41:30.095000,1,3,2,6,0,1,4,5,0,0,0,0
2019-01-07 18:41:35.623000,3,1,5,9,4,1,1,6,0,0,0,0
2019-01-07 18:41:41.675000,4,0,0,4,1,1,5,7,0,0,1,1
2019-01-07 18:41:47.580000,0,1,1,2,4,0,2,6,0,1,1,2
2019-01-07 18:41:52.762000,2,0,2,4,3,1,1,5,0,0,0,0
2019-01-07 18:41:57.843000,4,0,3,7,1,3,0,4,0,0,2,2
2019-01-07 18:42:02.972000,2,0,3,5,0,1,5,6,0,0,0,0
2019-01-07 18:42:08.144000,2,0,2,4,4,0,3,7,0,0,1,1
2019-01-07 18:42:13.220000,0,0,3,3,5,3,4,12,0,0,0,0
2019-01-07 18:42:18.324000,0,2,1,3,2,0,6,8,0,0,0,0
2019-01-07 18:42:23.415000,1,1,2,4,2,0,1,3,0,0,2,2
2019-01-07 18:42:30.320000,1,0,3,4,6,0,1,7,0,0,0,0
2019-01-07 18:42:35.467000,1,0,3,4,2,2,0,4,0,0,1,1
2019-01-07 18:42:42.198000,2,1,2,5,3,2,2,7,0,0,1,1
2019-01-07 18:42:47.944000,1,1,1,3,0,1,4,5,0,0,1,1
2019-01-07 18:42:53.641000,2,0,0,2,6,0,3,9,0,0,1,1
2019-01-07 18:42:59.052000,1,3,1,5,1,0,4,5,0,0,0,0
2019-01-07 18:43:04.199000,2,0,5,7,2,1,6,9,0,0,2,2
2019-01-07 18:43:09.395000,3,0,1,4,2,0,2,4,0,0,0,0
2019-01-07 18:43:16.563000,1,0,2,3,2,2,3,7,0,0,1,1
2019-01-07 18:43:22.249000,1,2,1,4,1,0,5,6,0,0,0,0
2019-01-07 18:43:27.785000,3,0,1,4,1,0,4,5,0,0,1,1
2019-01-07 18:43:32.950000,0,0,2,2,2,0,2,4,0,0,1,1
2019-01-07 18:43:38.047000,0,0,2,2,0,1,3,4,0,0,2,2
2019-01-07 18:43:43.352000,1,0,2,3,1,0,1,2,0,0,0,0
2019-01-07 18:43:49.188000,2,0,7,9,5,1,3,9,0,0,1,1
2019-01-07 18:43:55.408000,2,0,6,8,4,0,5,9,0,0,2,2
2019-01-07 18:44:00.531000,3,1,5,9,4,0,2,6,0,0,0,0
2019-01-07 18:44:06.577000,1,0,3,4,1,0,4,5,0,0,0,0
2019-01-07 18:44:11.786000,3,1,4,8,3,0,3,6,0,0,0,0
2019-01-07 18:44:17.466000,3,0,4,7,1,2,4,7,0,0,0,0
2019-01-07 18:44:23.934000,0,0,3,3,3,1,4,8,0,0,0,0
2019-01-07 18:44:29.702000,1,0,2,3,1,1,0,2,0,0,1,1
2019-01-07 18:44:34.895000,1,2,1,4,5,4,2,11,0,0,1,1
2019-01-07 18:44:40.142000,2,1,3,6,1,0,6,7,0,0,0,0
2019-01-07 18:44:45.385000,3,0,4,7,4,1,3,8,0,0,1,1
2019-01-07 18:44:51.194000,1,0,3,4,1,0,6,7,0,0,3,3
2019-01-07 18:44:56.351000,4,1,1,6,0,0,3,3,0,0,0,0
2019-01-07 18:45:01.584000,1,0,5,6,2,1,5,8,0,0,0,0
2019-01-07 18:45:07.649000,1,1,4,6,0,2,3,5,0,0,0,0
2019-01-07 18:45:12.925000,0,0,3,3,5,0,2,7,0,0,0,0
2019-01-07 18:45:17.953000,1,0,2,3,3,1,5,9,0,0,1,1
2019-01-07 18:45:23.398000,0,0,4,4,5,1,2,8,0,0,1,1
2019-01-07 18:45:28.663000,1,2,1,4,0,2,4,6,0,0,0,0
2019-01-07 18:45:34.206000,0,1,5,6,1,0,4,5,0,0,0,0
2019-01-07 18:45:39.385000,0,0,1,1,2,0,6,8,0,0,2,2
2019-01-07 18:45:44.482000,2,1,0,3,1,3,9,13,0,0,1,1
2019-01-07 18:45:49.666000,1,0,2,3,1,1,3,5,0,0,0,0
2019-01-07 18:45:56.392000,1,0,6,7,0,0,2,2,0,0,1,1
2019-01-07 18:46:01.459000,1,0,0,1,1,1,4,6,0,0,1,1
2019-01-07 18:46:06.817000,3,0,4,7,3,0,8,11,0,0,0,0
2019-01-07 18:46:12.861000,1,0,2,3,4,0,0,4,0,0,0,0
2019-01-07 18:46:18.368000,0,0,4,4,2,3,4,9,0,0,0,0
2019-01-07 18:46:23.907000,0,1,4,5,2,0,3,5,0,0,1,1
2019-01-07 18:46:29.115000,2,1,2,5,4,0,8,12,0,0,0,0
2019-01-07 18:46:35.736000,2,2,2,6,4,1,3,8,0,0,1,1
2019-01-07 18:46:40.806000,3,0,1,4,7,0,5,12,0,0,1,1
2019-01-07 18:46:45.904000,0,0,1,1,5,0,2,7,0,0,0,0
2019-01-07 18:46:50.938000,2,0,4,6,2,0,5,7,0,0,1,1
2019-01-07 18:46:56.769000,1,2,2,5,1,1,3,5,0,0,1,1
2019-01-07 18:47:02.183000,1,0,0,1,1,0,2,3,0,0,0,0
2019-01-07 18:47:07.805000,3,2,1,6,2,0,0,2,0,0,2,2
2019-01-07 18:47:13.688000,2,0,2,4,5,1,4,10,0,0,1,1
2019-01-07 18:47:18.988000,2,1,1,4,1,1,3,5,0,0,1,1
2019-01-07 18:47:24.069000,1,0,2,3,1,3,6,10,0,0,2,2
2019-01-07 18:47:29.773000,5,0,2,7,5,3,4,12,0,0,0,0
2019-01-07 18:47:34.892000,4,0,0,4,2,1,4,7,0,0,1,1
2019-01-07 18:47:40.171000,3,1,2,6,2,0,4,6,0,0,0,0
2019-01-07 18:47:45.396000,6,3,5,14,0,1,2,3,0,0,3,3
2019-01-07 18:47:50.827000,2,0,1,3,2,2,3,7,0,0,0,0
2019-01-07 18:47:55.947000,0,2,2,4,3,1,9,13,0,0,0,0
2019-01-07 18:48:01.669000,2,1,2,5,4,3,4,11,0,0,1,1
2019-01-07 18:48:07.508000,2,0,4,6,3,1,4,8,0,0,0,0
2019-01-07 18:48:12.572000,1,1,2,4,3,2,4,9,0,0,0,0
2019-01-07 18:48:18.419000,0,0,5,5,5,1,6,12,0,0,2,2
2019-01-07 18:48:23.520000,0,0,2,2,1,3,4,8,0,0,0,0
2019-01-07 18:48:28.999000,1,0,3,4,6,2,4,12,0,0,0,0
2019-01-07 18:48:34.230000,2,0,2,4,2,0,3,5,1,0,0,1
2019-01-07 18:48:39.387000,2,2,1,5,3,1,2,6,0,0,1,1
2019-01-07 18:48:45.437000,0,0,7,7,2,1,8,11,0,0,0,0
2019-01-07 18:48:50.648000,2,1,1,4,4,0,2,6,1,0,0,1
2019-01-07 18:48:55.860000,3,1,1,5,2,0,2,4,0,0,0,0
2019-01-07 18:49:00.998000,0,1,3,4,6,2,5,13,0,0,0,0
2019-01-07 18:49:06.219000,2,1,2,5,4,2,4,10,0,0,0,0
2019-01-07 18:49:11.321000,1,1,3,5,2,1,2,5,0,0,0,0
2019-01-07 18:49:16.887000,0,1,0,1,3,2,3,8,0,0,2,2
2019-01-07 18:49:22.598000,1,1,1,3,2,1,5,8,0,0,0,0
2019-01-07 18:49:27.669000,2,1,0,3,5,0,4,9,0,0,0,0
2019-01-07 18:49:33.013000,1,0,5,6,0,2,6,8,0,0,1,1
2019-01-07 18:49:38.497000,0,2,3,5,5,2,3,10,0,0,1,1
2019-01-07 18:49:43.541000,3,1,0,4,2,2,0,4,0,0,0,0
2019-01-07 18:49:48.677000,1,2,1,4,8,0,4,12,0,0,1,1
2019-01-07 18:49:53.717000,1,0,2,3,3,4,5,12,0,0,1,1
2019-01-07 18:49:59.278000,0,0,4,4,0,0,2,2,0,0,0,0
2019-01-07 18:50:04.334000,1,0,2,3,2,1,2,5,1,0,0,1
2019-01-07 18:50:09.352000,1,1,3,5,1,1,4,6,0,0,0,0
2019-01-07 18:50:15.092000,2,0,3,5,4,0,2,6,0,0,2,2
2019-01-07 18:50:20.245000,1,1,4,6,2,0,3,5,0,0,1,1
2019-01-07 18:50:25.772000,2,0,4,6,1,1,10,12,0,0,0,0
2019-01-07 18:50:31.287000,2,0,0,2,4,1,2,7,1,0,0,1
2019-01-07 18:50:36.751000,2,0,1,3,2,1,1,4,1,0,0,1
2019-01-07 18:50:43.135000,2,0,3,5,2,0,2,4,0,0,1,1
2019-01-07 18:50:48.369000,2,0,1,3,2,0,4,6,0,0,2,2
2019-01-07 18:50:53.562000,2,2,1,5,1,3,3,7,0,0,0,0
2019-01-07 18:50:58.655000,1,0,0,1,0,0,2,2,0,0,2,2
2019-01-07 18:51:03.723000,2,0,1,3,4,1,2,7,0,0,0,0
2019-01-07 18:51:09.403000,0,1,1,2,5,0,4,9,0,0,1,1
2019-01-07 18:51:14.580000,1,0,1,2,0,1,7,8,0,0,1,1
2019-01-07 18:51:20.989000,3,1,4,8,3,2,3,8,0,0,0,0
2019-01-07 18:51:26.414000,1,1,3,5,2,0,10,12,0,0,2,2
2019-01-07 18:51:32.244000,1,1,1,3,1,0,3,4,0,0,0,0
2019-01-07 18:51:37.362000,0,0,3,3,2,0,2,4,0,0,0,0
2019-01-07 18:51:42.556000,2,0,3,5,1,1,2,4,0,0,1,1
2019-01-07 18:51:47.648000,0,0,1,1,2,2,6,10,0,0,2,2
2019-01-07 18:51:52.741000,0,0,4,4,2,0,5,7,0,0,1,1
2019-01-07 18:51:57.764000,2,1,2,5,3,1,7,11,0,0,1,1
2019-01-07 18:52:03.269000,1,0,0,1,4,1,3,8,0,0,2,2
2019-01-07 18:52:08.567000,2,0,2,4,2,0,2,4,0,0,2,2
2019-01-07 18:52:13.937000,3,0,2,5,5,1,3,9,0,0,0,0
2019-01-07 18:52:19.028000,2,1,0,3,0,1,2,3,0,0,1,1
2019-01-07 18:52:24.526000,3,0,6,9,1,2,6,9,0,0,0,0
2019-01-07 18:52:29.563000,1,0,1,2,1,1,2,4,0,0,1,1
2019-01-07 18:52:35.286000,5,0,1,6,0,2,4,6,0,0,1,1
2019-01-07 18:52:40.385000,0,1,1,2,3,2,6,11,0,0,1,1
2019-01-07 18:52:46.270000,0,0,0,0,2,2,1,5,0,0,1,1
2019-01-07 18:52:52.469000,2,0,3,5,4,0,3,7,1,0,0,1
2019-01-07 18:52:57.657000,1,2,1,4,2,0,5,7,0,0,0,0
2019-01-07 18:53:02.951000,2,2,2,6,5,3,6,14,0,0,0,0
2019-01-07 18:53:07.956000,1,0,2,3,3,2,4,9,0,0,1,1
2019-01-07 18:53:13.061000,2,3,4,9,5,1,1,7,0,0,1,1
2019-01-07 18:53:20.955000,1,0,5,6,1,1,3,5,0,0,0,0
2019-01-07 18:53:26.239000,1,0,1,2,5,1,5,11,0,0,1,1
2019-01-07 18:53:31.438000,4,0,5,9,5,1,2,8,0,0,0,0
2019-01-07 18:53:36.653000,3,0,3,6,4,0,3,7,0,0,1,1
2019-01-07 18:53:41.916000,2,2,3,7,1,1,3,5,0,0,0,0
2019-01-07 18:53:47.327000,0,0,5,5,3,1,4,8,0,0,1,1
2019-01-07 18:53:52.344000,2,0,2,4,2,1,0,3,0,0,1,1
2019-01-07 18:53:58.241000,1,1,1,3,5,0,5,10,0,0,0,0
2019-01-07 18:54:03.866000,2,0,1,3,4,0,5,9,0,0,0,0
2019-01-07 18:54:08.958000,1,0,3,4,5,2,4,11,0,0,0,0
2019-01-07 18:54:14.106000,1,2,2,5,2,0,4,6,0,0,1,1
2019-01-07 18:54:19.878000,0,0,2,2,3,0,3,6,0,0,0,0
2019-01-07 18:54:25.364000,1,1,3,5,3,0,7,10,0,0,0,0
2019-01-07 18:54:30.724000,0,0,3,3,5,1,6,12,0,0,0,0
2019-01-07 18:54:35.804000,3,0,2,5,3,1,3,7,0,0,2,2
2019-01-07 18:54:42.632000,1,2,2,5,2,1,3,6,0,0,0,0
2019-01-07 18:54:47.765000,1,0,6,7,3,2,4,9,0,0,1,1
2019-01-07 18:54:53.236000,3,1,3,7,1,0,6,7,0,0,0,0
2019-01-07 18:54:58.269000,2,2,5,9,1,1,4,6,0,0,1,1
2019-01-07 18:55:03.444000,2,2,1,5,4,2,4,10,0,0,0,0
2019-01-07 18:55:08.454000,3,0,0,3,3,2,3,8,0,0,0,0
2019-01-07 18:55:14.728000,1,0,1,2,5,1,2,8,0,0,0,0
2019-01-07 18:55:19.957000,2,0,3,5,3,1,4,8,0,0,0,0
2019-01-07 18:55:25.014000,1,0,1,2,3,1,2,6,0,0,1,1
2019-01-07 18:55:30.525000,0,0,2,2,4,2,7,13,0,0,1,1
2019-01-07 18:55:35.544000,2,1,4,7,2,1,3,6,0,0,0,0
2019-01-07 18:55:40.621000,1,0,2,3,2,0,3,5,0,0,0,0
2019-01-07 18:55:46.016000,3,2,2,7,2,2,2,6,0,0,0,0
2019-01-07 18:55:51.645000,3,0,3,6,2,2,3,7,0,0,3,3
2019-01-07 18:55:56.993000,3,1,1,5,5,0,4,9,0,0,1,1
2019-01-07 18:56:03.470000,0,2,2,4,1,2,3,6,0,0,0,0
2019-01-07 18:56:09.122000,3,0,2,5,1,1,2,4,0,0,0,0
2019-01-07 18:56:14.176000,0,0,4,4,3,0,4,7,0,0,1,1
2019-01-07 18:56:19.909000,1,0,1,2,1,2,4,7,0,0,1,1
2019-01-07 18:56:25.542000,2,2,1,5,1,2,6,9,0,0,0,0
2019-01-07 18:56:30.903000,2,1,5,8,0,1,6,7,0,0,0,0
2019-01-07 18:56:36.218000,5,0,1,6,1,1,4,6,0,0,0,0
2019-01-07 18:56:41.979000,0,0,0,0,2,1,5,8,0,0,0,0
2019-01-07 18:56:47.103000,2,2,1,5,4,1,3,8,0,0,1,1
2019-01-07 18:56:52.828000,1,1,1,3,1,2,4,7,0,0,1,1
2019-01-07 18:56:59.185000,2,1,2,5,2,0,4,6,0,0,1,1
2019-01-07 18:57:04.391000,2,1,1,4,2,1,2,5,0,0,2,2
2019-01-07 18:57:10.913000,0,4,3,7,0,2,2,4,0,0,1,1
2019-01-07 18:57:16.220000,3,2,5,10,2,2,3,7,0,0,0,0
2019-01-07 18:57:22.041000,1,1,2,4,2,2,0,4,0,0,1,1
2019-01-07 18:57:27.731000,2,1,5,8,2,2,0,4,0,0,1,1
2019-01-07 18:57:33.308000,2,1,2,5,0,0,5,5,0,0,0,0
2019-01-07 18:57:39.121000,1,0,4,5,5,1,5,11,0,0,2,2
2019-01-07 18:57:44.144000,0,2,4,6,2,2,3,7,0,0,2,2
2019-01-07 18:57:49.240000,0,1,2,3,3,0,2,5,0,0,0,0
2019-01-07 18:57:54.445000,2,1,2,5,2,1,3,6,0,0,0,0
2019-01-07 18:58:01.081000,4,0,4,8,3,1,5,9,0,0,2,2
2019-01-07 18:58:06.293000,1,0,4,5,0,2,3,5,0,0,0,0
2019-01-07 18:58:12.129000,1,0,4,5,6,0,1,7,0,0,0,0
2019-01-07 18:58:17.599000,2,1,4,7,7,2,2,11,0,0,0,0
2019-01-07 18:58:22.763000,2,0,1,3,1,1,1,3,0,0,0,0
2019-01-07 18:58:28.149000,1,0,2,3,3,1,7,11,0,0,2,2
2019-01-07 18:58:33.167000,2,2,3,7,3,0,6,9,0,0,1,1
2019-01-07 18:58:38.564000,0,0,1,1,3,1,4,8,0,0,1,1
2019-01-07 18:58:44.129000,0,0,1,1,2,0,3,5,0,0,0,0
2019-01-07 18:58:49.158000,4,2,1,7,1,1,4,6,0,0,0,0
2019-01-07 18:58:54.562000,3,2,2,7,4,1,5,10,0,0,1,1
2019-01-07 18:59:00.343000,0,1,0,1,3,0,4,7,0,0,1,1
2019-01-07 18:59:06.137000,1,1,4,6,1,1,6,8,0,0,0,0
2019-01-07 18:59:11.659000,1,1,4,6,1,0,5,6,0,0,0,0
2019-01-07 18:59:17.025000,4,0,2,6,0,0,3,3,0,0,0,0
2019-01-07 18:59:24.403000,1,0,2,3,5,3,8,16,0,0,0,0
2019-01-07 18:59:30.081000,1,1,3,5,2,1,5,8,0,0,1,1
2019-01-07 18:59:35.139000,1,2,1,4,6,2,3,11,0,0,1,1
2019-01-07 18:59:40.597000,3,1,1,5,2,0,1,3,0,0,3,3
2019-01-07 18:59:45.952000,2,0,1,3,2,0,2,4,0,0,0,0
2019-01-07 18:59:51.065000,1,1,2,4,2,1,4,7,0,0,1,1
2019-01-07 18:59:56.189000,3,1,5,9,1,1,1,3,0,0,0,0
